8.340590404927714E-8,
1.8168390048720343E-7,8.340590404927714E-8,1.8168390048720343E-7,6.53156573925471E-8,1.8168390048720343E-7,3.086642631314453E-8,3.365203461601152E-9,1.0240177029249836E-7,1.8168390048720343E-7,1.8168390048720343E-7,1.4697243295261153E-7,2.2780566868214374E-6,1.8168390048720343E-7,1.8168390048720343E-7,8.887216565455908E-8,2.2041555972593697E-8,1.0095670806103035E-7,7.394720762103606E-8,1.8168390048720343E-7,1.8168390048720343E-7,7.14877660406641E-7,9.956096111008958E-8,1.5265147276029477E-8,
4.712543580894678E-7,8.340590404927714E-8,4.712543580894678E-7,3.369867763372109E-7,4.712543580894678E-7,3.086642631314453E-8,2.0961635729303945E-7,3.8503661837627927E-7,4.712543580894678E-7,4.712543580894678E-7,4.3541338326809466E-7,2.655738134399944E-7,4.712543580894678E-7,4.712543580894678E-7,3.6835479270465614E-7,9.74655280812016E-8,3.832925557932921E-7,3.488859262686289E-7,4.712543580894678E-7,4.712543580894678E-7,1.0643013896835312E-8,3.8159992025256575E-7,1.190969651087382E-7,1.7793161692112278E-7,
2.699492206900908E-5,8.340590404927714E-8,2.699492206900908E-5,2.6607064115715932E-5,2.699492206900908E-5,3.086642631314453E-8,4.049266964913813E-8,2.699492206900908E-5,2.699492206900908E-5,2.598655207737374E-6,1.6036179446620615E-5,2.699492206900908E-5,2.699492206900908E-5,2.699492206900908E-5,9.369253558305946E-9,1.256853685844359E-7,2.075763769623798E-8,3.607648220667549E-6,2.699492206900908E-5,2.699492206900908E-5,2.699492206900908E-5,2.699492206900908E-5,2.699492206900908E-5,6.004679191581731E-8,3.2944228657889233E-7,
5.3860718203088956E-5,8.340590404927714E-8,7.12860135954401E-5,2.6607064115715932E-5,4.20946295730774E-5,3.086642631314453E-8,1.5695732994382366E-7,9.24385202139931E-5,5.296889104456734E-5,2.598655207737374E-6,1.6036179446620615E-5,7.928956661223683E-5,8.622178051819923E-5,9.24385202139931E-5,5.461446395400254E-8,2.569390416238506E-7,4.625049064725334E-8,3.607648220667549E-6,9.24385202139931E-5,9.24385202139931E-5,9.24385202139931E-5,9.24385202139931E-5,9.24385202139931E-5,1.8168390048720343E-7,4.712543580894678E-7,2.699492206900908E-5,
9.779951088766724E-5,8.340590404927714E-8,7.12860135954401E-5,2.6607064115715932E-5,4.20946295730774E-5,3.086642631314453E-8,1.5695732994382366E-7,1.454333778072673E-4,5.296889104456734E-5,2.598655207737374E-6,1.6036179446620615E-5,7.928956661223683E-5,8.622178051819923E-5,1.454333778072673E-4,5.461446395400254E-8,2.569390416238506E-7,4.625049064725334E-8,3.607648220667549E-6,1.0342330262626945E-4,1.1423349479220817E-4,1.454333778072673E-4,1.454333778072673E-4,1.454333778072673E-4,1.8168390048720343E-7,4.712543580894678E-7,2.699492206900908E-5,9.24385202139931E-5,
8.162574044483528E-8,8.162574044483528E-8,8.162574044483528E-8,9.653299952259517E-10,8.162574044483528E-8,3.086642631314453E-8,3.6155357500507765E-8,1.6179628927403613E-8,8.162574044483528E-8,8.162574044483528E-8,4.91675548855872E-8,6.770421557326862E-6,8.162574044483528E-8,8.162574044483528E-8,8.938467861829703E-9,1.196188534682818E-7,1.5331049879872804E-8,3.078264895228958E-9,8.162574044483528E-8,8.162574044483528E-8,2.5973858408451654E-6,1.452757330724502E-8,2.8574158582866E-7,5.5104692073524204E-8,3.2214123239757076E-7,2.361635858398423E-10,8.162574044483528E-8,8.162574044483528E-8,
8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,8.745496233642626E-9,
1.7029995587170114E-8,1.7029995587170114E-8,1.7029995587170114E-8,1.8230257988298036E-7,1.7029995587170114E-8,1.7029995587170114E-8,1.2474510688456816E-7,4.6877640553930843E-8,1.7029995587170114E-8,1.7029995587170114E-8,9.09928837048627E-11,3.833553462922976E-5,1.7029995587170114E-8,1.7029995587170114E-8,2.586480137582495E-8,2.2400780358825533E-7,1.846115186254905E-8,1.3951941018699856E-7,1.7029995587170114E-8,1.7029995587170114E-8,1.6187454668959403E-5,5.341296853906168E-8,2.7731540906763995E-6,1.4922020237417085E-7,4.378097898703122E-7,2.1283999293734902E-7,1.7029995587170114E-8,1.7029995587170114E-8,5.111880432541411E-8,4.030120218604364E-9,
9.779951088766724E-5,8.340590404927714E-8,7.12860135954401E-5,2.6607064115715932E-5,4.20946295730774E-5,3.086642631314453E-8,9.496944590667712E-8,1.2706480436702552E-4,5.296889104456734E-5,2.598655207737374E-6,1.6036179446620615E-5,7.928956661223683E-5,8.622178051819923E-5,1.2706480436702552E-4,7.1405778041820576E-9,1.9193726601583297E-7,2.801989060616391E-9,3.607648220667549E-6,1.0342330262626945E-4,1.1423349479220817E-4,1.2706480436702552E-4,1.2706480436702552E-4,1.2706480436702552E-4,1.1864190969316937E-7,4.0410085885368667E-7,2.699492206900908E-5,9.24385202139931E-5,1.2706480436702552E-4,2.67858993595147E-8,8.745496233642626E-9,1.868138042603016E-8,
2.376607122335016E-7,8.340590404927714E-8,2.376607122335016E-7,1.1443144611570669E-7,2.376607122335016E-7,3.086642631314453E-8,2.7404764766482933E-8,1.557200828899686E-7,2.376607122335016E-7,2.376607122335016E-7,2.0251629152406618E-7,1.451629896596368E-6,2.376607122335016E-7,2.376607122335016E-7,1.4098219556070524E-7,1.4464675423942835E-9,1.5416041037401238E-7,1.2431550501063613E-7,2.376607122335016E-7,2.376607122335016E-7,3.8991750960598977E-7,1.5265086260122042E-7,4.619541771889314E-11,1.318435606724067E-8,1.1578883133410341E-7,1.0829030759656679E-7,2.376607122335016E-7,2.376607122335016E-7,1.0244399333941681E-7,8.745496233642626E-9,2.048210352918903E-7,1.730427328167439E-7,
7.457123062524708E-5,8.340590404927714E-8,7.12860135954401E-5,2.6607064115715932E-5,4.20946295730774E-5,3.086642631314453E-8,1.5695732994382366E-7,7.457123062524708E-5,6.25792375217968E-6,2.598655207737374E-6,1.6036179446620615E-5,7.457123062524708E-5,7.457123062524708E-5,7.457123062524708E-5,5.461446395400254E-8,2.569390416238506E-7,4.625049064725334E-8,3.607648220667549E-6,7.457123062524708E-5,7.457123062524708E-5,7.457123062524708E-5,7.457123062524708E-5,7.457123062524708E-5,1.8168390048720343E-7,4.712543580894678E-7,2.699492206900908E-5,7.457123062524708E-5,7.457123062524708E-5,8.162574044483528E-8,8.745496233642626E-9,1.7029995587170114E-8,7.457123062524708E-5,2.376607122335016E-7,
9.779951088766724E-5,8.340590404927714E-8,7.12860135954401E-5,2.6607064115715932E-5,4.20946295730774E-5,3.086642631314453E-8,4.661062310053286E-7,1.5767895176008106E-4,5.296889104456734E-5,2.598655207737374E-6,1.6036179446620615E-5,7.928956661223683E-5,8.622178051819923E-5,1.5767895176008106E-4,2.5450401949454036E-6,1.1313680527318959E-7,3.1416424168519667E-6,3.607648220667549E-6,1.0342330262626945E-4,1.1423349479220817E-4,1.5767895176008106E-4,1.5767895176008106E-4,1.5767895176008106E-4,3.324134147663062E-7,4.074308810247537E-9,2.699492206900908E-5,9.24385202139931E-5,1.454333778072673E-4,1.4650383000243606E-6,8.745496233642626E-9,9.890384689604451E-6,1.2706480436702552E-4,1.5153836159797752E-7,7.457123062524708E-5,
7.366481869702695E-5,8.340590404927714E-8,7.12860135954401E-5,2.6607064115715932E-5,1.352988928705756E-5,3.086642631314453E-8,1.2516341898999512E-7,7.366481869702695E-5,5.296889104456734E-5,2.598655207737374E-6,1.6036179446620615E-5,7.366481869702695E-5,7.366481869702695E-5,7.366481869702695E-5,2.6188446321225022E-8,2.2444577372022036E-7,1.8758541345631224E-8,3.607648220667549E-6,7.366481869702695E-5,7.366481869702695E-5,7.366481869702695E-5,7.366481869702695E-5,7.366481869702695E-5,1.4964538986250842E-7,4.382617945616443E-7,2.699492206900908E-5,7.366481869702695E-5,7.366481869702695E-5,5.149049351334771E-8,8.745496233642626E-9,3.2266894410964375E-12,7.366481869702695E-5,2.0525650212354229E-7,7.366481869702695E-5,7.366481869702695E-5,
8.920606611593876E-5,8.340590404927714E-8,7.12860135954401E-5,2.6607064115715932E-5,4.20946295730774E-5,3.086642631314453E-8,4.916394391230035E-7,8.920606611593876E-5,5.296889104456734E-5,2.598655207737374E-6,1.6036179446620615E-5,7.928956661223683E-5,8.622178051819923E-5,8.920606611593876E-5,2.645815672572306E-6,1.230456455490383E-7,3.2632859607782188E-6,3.607648220667549E-6,8.920606611593876E-5,8.920606611593876E-5,8.920606611593876E-5,8.920606611593876E-5,8.920606611593876E-5,3.524820096665239E-7,2.828361110625408E-9,2.699492206900908E-5,8.920606611593876E-5,8.920606611593876E-5,1.527627802239644E-6,8.745496233642626E-9,1.0245831341096676E-5,8.920606611593876E-5,1.6343684640068767E-7,7.457123062524708E-5,8.920606611593876E-5,7.366481869702695E-5,
9.779951088766724E-5,8.340590404927714E-8,7.12860135954401E-5,2.6607064115715932E-5,4.20946295730774E-5,3.086642631314453E-8,1.5695732994382366E-7,1.2521912086289736E-4,5.296889104456734E-5,2.598655207737374E-6,1.6036179446620615E-5,7.928956661223683E-5,8.622178051819923E-5,1.2521912086289736E-4,5.461446395400254E-8,2.569390416238506E-7,4.625049064725334E-8,3.607648220667549E-6,1.0342330262626945E-4,1.1423349479220817E-4,1.2521912086289736E-4,1.2521912086289736E-4,1.2521912086289736E-4,1.8168390048720343E-7,4.712543580894678E-7,2.699492206900908E-5,9.24385202139931E-5,1.2521912086289736E-4,8.162574044483528E-8,8.745496233642626E-9,1.7029995587170114E-8,1.2521912086289736E-4,2.376607122335016E-7,7.457123062524708E-5,1.2521912086289736E-4,7.366481869702695E-5,8.920606611593876E-5,
7.954184043213747E-5,8.340590404927714E-8,7.12860135954401E-5,2.6607064115715932E-5,4.20946295730774E-5,3.086642631314453E-8,4.498608155241159E-9,7.954184043213747E-5,5.296889104456734E-5,2.598655207737374E-6,1.6036179446620615E-5,7.928956661223683E-5,7.954184043213747E-5,7.954184043213747E-5,1.051218197366006E-7,6.23335760425938E-8,1.530494706844186E-7,3.607648220667549E-6,7.954184043213747E-5,7.954184043213747E-5,7.954184043213747E-5,7.954184043213747E-5,7.954184043213747E-5,1.4484380508650117E-8,2.4655884370603033E-7,2.699492206900908E-5,7.954184043213747E-5,7.954184043213747E-5,2.9126399352409656E-8,8.745496233642626E-9,7.545130309583997E-7,7.954184043213747E-5,4.8422314232901935E-8,7.457123062524708E-5,7.954184043213747E-5,7.366481869702695E-5,7.954184043213747E-5,7.954184043213747E-5,
6.360311727075941E-5,8.340590404927714E-8,6.360311727075941E-5,2.6607064115715932E-5,7.273464932103551E-6,3.086642631314453E-8,8.890401123804195E-8,6.360311727075941E-5,5.296889104456734E-5,2.598655207737374E-6,1.6036179446620615E-5,6.360311727075941E-5,6.360311727075941E-5,6.360311727075941E-5,4.562137158824306E-9,1.851477426449657E-7,1.1906487291887533E-9,3.607648220667549E-6,6.360311727075941E-5,6.360311727075941E-5,6.360311727075941E-5,6.360311727075941E-5,6.360311727075941E-5,1.123232254381902E-7,3.9679438298716635E-7,2.699492206900908E-5,6.360311727075941E-5,6.360311727075941E-5,2.2437784980206074E-8,8.745496233642626E-9,2.7905306548204695E-8,6.360311727075941E-5,1.6634541664030164E-7,6.360311727075941E-5,6.360311727075941E-5,1.3743037366009317E-6,6.360311727075941E-5,6.360311727075941E-5,6.360311727075941E-5,
9.779951088766724E-5,8.340590404927714E-8,8.728431141150428E-6,2.6607064115715932E-5,4.20946295730774E-5,3.086642631314453E-8,1.5695732994382366E-7,1.0097336954278066E-4,5.296889104456734E-5,2.598655207737374E-6,1.6036179446620615E-5,7.928956661223683E-5,8.622178051819923E-5,1.0097336954278066E-4,5.461446395400254E-8,2.569390416238506E-7,4.625049064725334E-8,3.607648220667549E-6,1.0097336954278066E-4,1.0097336954278066E-4,1.0097336954278066E-4,1.0097336954278066E-4,1.0097336954278066E-4,1.8168390048720343E-7,4.712543580894678E-7,2.699492206900908E-5,9.24385202139931E-5,1.0097336954278066E-4,8.162574044483528E-8,8.745496233642626E-9,1.7029995587170114E-8,1.0097336954278066E-4,2.376607122335016E-7,7.457123062524708E-5,1.0097336954278066E-4,7.366481869702695E-5,8.920606611593876E-5,1.0097336954278066E-4,7.954184043213747E-5,6.360311727075941E-5,
1.2077146874359224E-8,1.2077146874359224E-8,1.2077146874359224E-8,3.0479705960491403E-7,1.2077146874359224E-8,1.2077146874359224E-8,1.3373231727217914E-7,9.130789593820703E-8,1.2077146874359224E-8,1.2077146874359224E-8,3.180490812942691E-9,5.472172072483745E-5,1.2077146874359224E-8,1.2077146874359224E-8,3.313084507902613E-8,2.3335242134236008E-7,2.524983861311218E-8,2.3874784301754946E-7,1.2077146874359224E-8,1.2077146874359224E-8,2.3258618314087773E-5,1.020860875880719E-7,4.09070225043976E-6,1.583324157723824E-7,4.47409573365167E-7,3.51537430810844E-7,1.2077146874359224E-8,1.2077146874359224E-8,5.9258352099117976E-8,9.190826365913717E-10,1.4404413815863339E-9,4.300339916845115E-8,2.1412013993354136E-7,1.2077146874359224E-8,1.4285087302818293E-5,1.843449833366807E-9,1.4792298305112642E-5,1.2077146874359224E-8,1.158944630619605E-6,5.926062436101972E-8,1.2077146874359224E-8,
3.5104069537753736E-8,3.5104069537753736E-8,3.5104069537753736E-8,4.0369790991340775E-8,3.5104069537753736E-8,3.086642631314453E-8,9.460034186937173E-8,2.9524897186325207E-9,3.5104069537753736E-8,3.5104069537753736E-8,8.06810621621805E-9,1.777495277447184E-5,3.5104069537753736E-8,3.5104069537753736E-8,6.969865905819175E-9,1.9152696503197104E-7,2.686300227556111E-9,2.6796548404473088E-8,3.5104069537753736E-8,3.5104069537753736E-8,7.321645375630447E-6,4.161010835395353E-9,1.1308619563208081E-6,1.1825839704868377E-7,4.0366114591481144E-7,5.05648042917388E-8,3.5104069537753736E-8,3.5104069537753736E-8,2.651450206996238E-8,8.745496233642626E-9,9.305819908425033E-9,1.6066564401487494E-12,1.7263767795100138E-7,3.5104069537753736E-8,4.3848038019684116E-6,9.548772579001038E-9,4.5497141906658575E-6,3.5104069537753736E-8,2.5861539529986496E-7,3.9540559190721796E-10,3.5104069537753736E-8,1.5104777717457798E-8,
1.615242687884791E-6,8.340590404927714E-8,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,3.086642631314453E-8,1.3173186947064825E-7,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,3.1458186623587524E-8,2.3128390673009396E-7,2.3668090889780552E-8,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,1.5630816164490092E-7,4.4529246345294343E-7,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,5.741933826934372E-8,8.745496233642626E-9,8.772457067677552E-10,1.615242687884791E-6,2.1206029311243392E-7,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,1.615242687884791E-6,9.795845615096103E-11,1.3711519932661147E-8,
4.171881511428943E-5,8.340590404927714E-8,1.2263544865688481E-5,2.6607064115715932E-5,4.171881511428943E-5,3.086642631314453E-8,3.714593756475382E-8,4.171881511428943E-5,4.171881511428943E-5,2.598655207737374E-6,1.6036179446620615E-5,4.171881511428943E-5,4.171881511428943E-5,4.171881511428943E-5,1.2364620197557063E-8,1.210216735217471E-7,2.5511953626959013E-8,2.8993553830272463E-7,4.171881511428943E-5,4.171881511428943E-5,4.171881511428943E-5,4.171881511428943E-5,4.171881511428943E-5,5.623945282505679E-8,3.2383836513755907E-7,2.699492206900908E-5,4.171881511428943E-5,4.171881511428943E-5,1.2870986096289797E-11,8.745496233642626E-9,2.3730134853802978E-7,4.171881511428943E-5,1.0379431776255604E-7,4.171881511428943E-5,4.171881511428943E-5,4.171881511428943E-5,4.171881511428943E-5,4.171881511428943E-5,4.171881511428943E-5,4.171881511428943E-5,3.477255672874656E-5,3.887908579664303E-7,5.896604106614164E-8,1.615242687884791E-6,
8.428149284805886E-5,8.340590404927714E-8,7.12860135954401E-5,2.6607064115715932E-5,4.20946295730774E-5,3.086642631314453E-8,1.5695732994382366E-7,8.428149284805886E-5,5.296889104456734E-5,2.598655207737374E-6,1.6036179446620615E-5,7.928956661223683E-5,8.428149284805886E-5,8.428149284805886E-5,5.461446395400254E-8,2.569390416238506E-7,4.625049064725334E-8,3.607648220667549E-6,8.428149284805886E-5,8.428149284805886E-5,8.428149284805886E-5,8.428149284805886E-5,8.428149284805886E-5,1.8168390048720343E-7,4.712543580894678E-7,2.699492206900908E-5,8.428149284805886E-5,8.428149284805886E-5,8.162574044483528E-8,8.745496233642626E-9,1.7029995587170114E-8,8.428149284805886E-5,2.376607122335016E-7,7.457123062524708E-5,8.428149284805886E-5,7.366481869702695E-5,8.428149284805886E-5,8.428149284805886E-5,7.954184043213747E-5,6.360311727075941E-5,8.428149284805886E-5,1.2077146874359224E-8,3.5104069537753736E-8,1.615242687884791E-6,4.171881511428943E-5,
7.496251777634382E-5,8.340590404927714E-8,7.12860135954401E-5,2.6607064115715932E-5,4.20946295730774E-5,3.086642631314453E-8,3.601786396421284E-8,7.496251777634382E-5,5.296889104456734E-5,2.598655207737374E-6,1.6036179446620615E-5,7.496251777634382E-5,7.496251777634382E-5,7.496251777634382E-5,1.3501460729266152E-8,1.1942328115273667E-7,2.7276956740451095E-8,3.607648220667549E-6,7.496251777634382E-5,7.496251777634382E-5,7.496251777634382E-5,7.496251777634382E-5,7.496251777634382E-5,5.4946885519259065E-8,3.2190419559047187E-7,2.699492206900908E-5,7.496251777634382E-5,7.496251777634382E-5,2.5183340653388067E-13,8.745496233642626E-9,2.46104203725152E-7,7.496251777634382E-5,1.0225581691511239E-7,7.457123062524708E-5,7.496251777634382E-5,7.366481869702695E-5,7.496251777634382E-5,7.496251777634382E-5,7.496251777634382E-5,6.360311727075941E-5,7.496251777634382E-5,4.021620658248039E-7,6.203344625787156E-8,1.615242687884791E-6,4.171881511428943E-5,7.496251777634382E-5,
9.779951088766724E-5,8.340590404927714E-8,7.12860135954401E-5,2.6607064115715932E-5,4.20946295730774E-5,3.086642631314453E-8,1.5695732994382366E-7,1.33191262773799E-4,5.296889104456734E-5,2.598655207737374E-6,1.6036179446620615E-5,7.928956661223683E-5,8.622178051819923E-5,1.33191262773799E-4,5.461446395400254E-8,2.569390416238506E-7,4.625049064725334E-8,3.607648220667549E-6,1.0342330262626945E-4,1.1423349479220817E-4,1.33191262773799E-4,1.33191262773799E-4,1.33191262773799E-4,1.8168390048720343E-7,4.712543580894678E-7,2.699492206900908E-5,9.24385202139931E-5,1.33191262773799E-4,8.162574044483528E-8,8.745496233642626E-9,1.7029995587170114E-8,1.2706480436702552E-4,2.376607122335016E-7,7.457123062524708E-5,1.33191262773799E-4,7.366481869702695E-5,8.920606611593876E-5,1.2521912086289736E-4,7.954184043213747E-5,6.360311727075941E-5,1.0097336954278066E-4,1.2077146874359224E-8,3.5104069537753736E-8,1.615242687884791E-6,4.171881511428943E-5,8.428149284805886E-5,7.496251777634382E-5,
2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,6.224285397634657E-10,2.440668026336067E-8,1.387872340590388E-10,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,1.3213673978813061E-8,8.745496233642626E-9,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,5.331067398731157E-9,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,2.440668026336067E-8,
4.0809663692396676E-5,8.340590404927714E-8,4.0809663692396676E-5,2.6607064115715932E-5,4.0809663692396676E-5,3.086642631314453E-8,4.560288304606169E-8,4.0809663692396676E-5,4.0809663692396676E-5,2.598655207737374E-6,1.6036179446620615E-5,4.0809663692396676E-5,4.0809663692396676E-5,4.0809663692396676E-5,6.399191861118636E-7,9.204426649766595E-10,8.247701413649126E-7,3.607648220667549E-6,4.0809663692396676E-5,4.0809663692396676E-5,3.024803435814273E-4,4.0809663692396676E-5,4.0809663692396676E-5,1.9733253765654505E-8,1.119549121722208E-7,2.699492206900908E-5,4.0809663692396676E-5,4.0809663692396676E-5,3.133710860268157E-7,8.745496233642626E-9,2.960304639767081E-6,4.0809663692396676E-5,6.399384575262012E-11,4.0809663692396676E-5,4.0809663692396676E-5,4.0809663692396676E-5,4.0809663692396676E-5,4.0809663692396676E-5,4.0809663692396676E-5,4.0809663692396676E-5,4.0809663692396676E-5,4.3605197533139544E-6,1.2142262581980322E-6,1.615242687884791E-6,4.0809663692396676E-5,4.0809663692396676E-5,4.0809663692396676E-5,4.0809663692396676E-5,2.440668026336067E-8,
