Kmeans-10-EuclidianDistance-true,0.23000000000000004,0.2485757575757576,0.2226312741435744
Kmeans-10-EuclidianDistance-true,0.23000000000000004,0.2485757575757576,0.2226312741435744
Kmeans-10-EuclidianDistance-true,0.6950000000000001,0.8755454545454544,0.7206942082311469
Kmeans-10-EuclidianDistance-true,0.69,0.8788787878787878,0.727832159016695
Kmeans-10-EuclidianDistance-true,0.69,0.8788787878787878,0.727832159016695
Kmeans-10-EuclidianDistance-true,0.69,0.8788787878787878,0.727832159016695
Kmeans-10-EuclidianDistance-true,0.22500000000000003,0.8406742424242424,0.3362241549302977
Kmeans-10-EuclidianDistance-true,0.8199999999999998,0.8432651515151516,0.788799414778071
Kmeans-10-EuclidianDistance-true,0.23,0.836128787878788,0.33626648086213307
Kmeans-10-EuclidianDistance-true,0.29500000000000004,0.569060606060606,0.34322088701767145
Kmeans-10-EuclidianDistance-true,0.7699999999999999,0.8458219696969698,0.7803968998620145
Kmeans-10-EuclidianDistance-true,0.69,0.8788787878787878,0.727832159016695
Kmeans-10-EuclidianDistance-true,0.21499999999999997,0.376465909090909,0.24845143209046244
null,0.575,0.716469696969697,0.5817750236753824
Kmeans-10-EuclidianDistance-true,0.69,0.8788787878787878,0.727832159016695
Kmeans-10-EuclidianDistance-true,0.69,0.8788787878787878,0.727832159016695
null,0.32,0.42161363636363636,0.3323917248910562
Kmeans-10-EuclidianDistance-true,0.69,0.8788787878787878,0.727832159016695
Kmeans-10-EuclidianDistance-true,0.8199999999999998,0.8432651515151516,0.788799414778071
Kmeans-10-EuclidianDistance-true,0.7549999999999999,0.8588787878787878,0.7931300505783707
