0.6484997912840587,
0.8922519548633373,0.8309558843127649,
1.0651750482209832,1.0166962998031184,1.0700653482469635,
0.953635150809343,0.935181503708843,0.7937975517101954,1.039152707913854,
1.187670199759583,1.0760628613839818,1.2447145919199012,1.4113699399946753,1.3495697395118211,
0.8768719745957492,0.8414398673141698,0.4594136299481288,1.0703080722434304,0.808661336314244,1.2280110628255332,
1.069767694519256,1.0245057432908509,1.0958351730448503,0.3083213361427662,1.0423349406388762,1.4230161841239695,1.0847775652628848,
1.0844284248275433,1.0410354806186222,1.1053147873395464,0.31704871010428903,1.0615793850433282,1.4295087745929607,1.0988534438826534,0.3160653023100006,
0.9162734861034741,0.8244236330001069,0.9329596194657173,1.0190823840264087,0.9284456097033098,1.3106571573544488,0.9741021436885443,1.0252433384602784,1.048347943408041,
0.875787818056865,0.8503863946685138,0.448386681950486,1.066149615221238,0.7925468618566098,1.2237114034847338,0.13837682779947427,1.0777016206902332,1.092745046625777,0.9710082796206284,
0.8784510070577496,0.8439498698351608,0.4460452619120222,1.07235584647924,0.801828375407559,1.2281567504270978,0.1342484617648145,1.0852952541088188,1.1021262453662015,0.967070571840583,0.1322881249978574,
0.8835499553634927,0.8490401597401027,0.4538865963577996,1.078587283183666,0.8060146349865296,1.2294390963831956,0.13575380212843494,1.09128988816478,1.1077261147022752,0.979562609789314,0.1355854938086254,0.12943168141758435,
0.7310386829695326,0.6321172502843055,0.7604803630843358,0.8927388409055497,0.45400555948679455,1.1251136347836803,0.7754998256633399,0.8915079977018939,0.9152830081877077,0.8053064696194517,0.7695438080575941,0.7730370161154038,0.7788368189193627,
0.842303565940766,0.7795679831229605,0.9285754701991696,0.9730518086801407,1.0033629025866009,0.989313676782961,0.9239895294084416,0.9804075124604819,0.9930307897971836,0.9363734296953794,0.9281532770025867,0.9252225360478382,0.937622123575894,0.7658067954625254,
0.849136361165665,0.4162434967442514,0.945393000132992,1.1093117765311908,1.041792680840478,1.0640227276075576,0.9778950349715628,1.1181032251021106,1.1277909897626188,0.8782009173416067,0.9936469062827055,0.9846948901556528,0.9870303319641096,0.7297754891509728,0.8202480460299548,
1.0718949572864496,0.9978102371630496,1.2201186335314023,1.2511209183564158,1.227182056227902,1.2322162348422196,1.1917999759691256,1.2499388242971323,1.2654898622038622,1.1517875440147598,1.19029522000983,1.1942602949684304,1.1930732060222609,1.0004307716198417,1.045029900052469,1.0149691558232221,
0.7951438801485441,0.5613477532084213,0.9362519420490647,1.0771256888982073,1.008199873972292,1.0453923138028762,0.955549934927802,1.079644922079208,1.0920256360348601,0.8831966806117556,0.9707172866406607,0.9602289588884274,0.9656943491262346,0.6822532720333747,0.7442611716098709,0.5489061373038333,0.8858636530881472,
0.9570138340709443,0.9242308370396511,0.7796348462611914,1.0420663390682872,0.24256322864037724,1.3456271247148366,0.8021795246370974,1.0436655958546392,1.0627783017720303,0.9200571588824659,0.7882823824062188,0.7943301870927327,0.8010642077558543,0.44972110390160297,0.996956123292649,1.0326773507846225,1.230112798151788,1.0025767028500643,
0.37700136008634577,0.7097191492780043,0.920440734758944,1.0729220099378352,0.9844381618487064,1.2548991274708983,0.9089539350261115,1.0803476605734126,1.0941315095141755,0.9391954343918364,0.9050924140370123,0.9056192849753278,0.9141821620034584,0.7841440365896006,0.889571086889737,0.9079573669145031,1.1229421746681991,0.8670366143846248,0.9834796984190494,
0.4029626405891791,0.6063478797504839,0.8615030183024752,1.0286894962063993,0.944543839929129,1.1396610871679198,0.8498298260694134,1.0357619444677733,1.0491840204522251,0.8876846817312918,0.8459970986384053,0.8559703390323408,0.8609673029927648,0.7099722820710943,0.7724824281118677,0.8191327909635502,1.0504579912714986,0.7660007844243831,0.9415974051228568,0.4577677234322031,
1.0725567469445787,1.0268055144555743,1.1022717495319891,0.32209814975814266,1.0612244338310455,1.4211877592535642,1.0968442970526995,0.3157175010160709,0.3249291730257159,1.048752474122019,1.0934449284273147,1.1003192395249117,1.1067548007531187,0.9062822172913376,0.9794571146357894,1.1200573050152112,1.2567201402717112,1.0855935790157343,1.0594966377652306,1.0838009425169866,1.0344388223549534,
0.8883597180809193,0.7856633572719406,0.9980826742600768,1.0125947268302185,1.0037652554793675,1.1779848999526792,0.9908158561160383,1.0022950676099007,1.030971113692148,0.8561174883780548,0.9827303438781688,0.9890278705709228,0.9992821725805812,0.7916357233500327,0.8422171684614137,0.7845943352832072,0.7733399766474444,0.7507739148309971,1.00450032560002,0.941212264962697,0.8655676033813327,1.0172463178954096,
